EMu Catalog IRN,CatPrefix,CatNumber,CatSuffix,BioParticipantString,BioDateVisitedFrom,BioDateVisitedTo,etaxonomy_key,Etaxonom_H_&_M.irn,ClaOrder,ClaFamily,ClaGenus,ClaSpecies,ClaSubspecies,Etaxonom_H_&_M.SecRecordStatus,SecDepartment_tab,ecollectionevents_key,EMu Localities IRN,AquBottomDepthFromMet,AquBottomDepthToMet,AquDepthFromMet,AquDepthToMet,AquDistanceFromShoreMet,AquDistanceFromShoreToMet,DraDrainage,DraDrainageSeaGulf,DraPrimaryTributary,DraQuaternaryTributary,DraRiverBasin,DraSecondaryTributary,DraTertiaryTributary,LatDeriveCentroid_tab,LatPreferred_tab,LocArchipelago,LocBaySound,LocContinent,LocContinentalShelfRegion,LocCountry,LocDistrictCountyShire,LocIslandGrouping,LocIslandName,LocNearestNamedPlace,LocNoFurtherLocalityData,LocOcean,LocPreciseLocation,LocProvinceStateTerritory,LocSeaGulf,LocSiteName_tab,LocTownship,TerElevationFromMet,TerElevationToMet,TerVerbatimElevation,LatPreferredCentroidLatDec,LatPreferredCentroidLongDec,SecDepartment,Ecollect - VZ.SecRecordStatus
49792,M,18168,,N. G. Buxton,1901-08-17,,217,11089,Carnivora,Phocidae,Erignathus,barbatus,nautic,Active,Mammalogy,74590,1669,,,,,,,,,,,,,,,,,,Eurasia,,Russia,Matuga,,,,Yes,,20 miles south from mouth of Gichiga River,Siberia,,,,,,,,,Mammalogy,Active
49795,M,18169,,N. G. Buxton,1901-08-17,,218,6810,Carnivora,Phocidae,Phoca,largha,,Active,Mammalogy,74590,1669,,,,,,,,,,,,,,,,,,Eurasia,,Russia,Matuga,,,,Yes,,20 miles south from mouth of Gichiga River,Siberia,,,,,,,,,Mammalogy,Active
49798,M,18170,,N. G. Buxton,1901-08-17,,218,6810,Carnivora,Phocidae,Phoca,largha,,Active,Mammalogy,74590,1669,,,,,,,,,,,,,,,,,,Eurasia,,Russia,Matuga,,,,Yes,,20 miles south from mouth of Gichiga River,Siberia,,,,,,,,,Mammalogy,Active
49801,M,18171,,N. G. Buxton,1901-08-17,,218,6810,Carnivora,Phocidae,Phoca,largha,,Active,Mammalogy,74590,1669,,,,,,,,,,,,,,,,,,Eurasia,,Russia,Matuga,,,,Yes,,20 miles south from mouth of Gichiga River,Siberia,,,,,,,,,Mammalogy,Active
49804,M,18172,,N. G. Buxton,1901-08-17,,218,6810,Carnivora,Phocidae,Phoca,largha,,Active,Mammalogy,74590,1669,,,,,,,,,,,,,,,,,,Eurasia,,Russia,Matuga,,,,Yes,,20 miles south from mouth of Gichiga River,Siberia,,,,,,,,,Mammalogy,Active
49806,M,18173,,N. G. Buxton,,,86,9124,Carnivora,Phocidae,Phoca,sp.,,Active,Mammalogy,74590,1669,,,,,,,,,,,,,,,,,,Eurasia,,Russia,Matuga,,,,Yes,,20 miles south from mouth of Gichiga River,Siberia,,,,,,,,,Mammalogy,Active
49808,M,18174,,N. G. Buxton,,,86,9124,Carnivora,Phocidae,Phoca,sp.,,Active,Mammalogy,74590,1669,,,,,,,,,,,,,,,,,,Eurasia,,Russia,Matuga,,,,Yes,,20 miles south from mouth of Gichiga River,Siberia,,,,,,,,,Mammalogy,Active
50090,M,18273,,W. Bogaras,1901-08-01,,240,5020583,Carnivora,Phocidae,Pusa,hispida,ochotensis,Active,Mammalogy,87687,1682,,,,,,,,,,,,,,,,,,Eurasia,,Russia,,,,,Yes,,Mouth of Anadyr,Siberia,,,,,,,,,Mammalogy,Active
50093,M,18274,,W. Bogaras,1901-08-30,,126,5254,Carnivora,Phocidae,Erignathus,barbatus,,Active,Mammalogy,87687,1682,,,,,,,,,,,,,,,,,,Eurasia,,Russia,,,,,Yes,,Mouth of Anadyr,Siberia,,,,,,,,,Mammalogy,Active
50095,M,18275,,W. Bogaras,1901-09-04,,93,11097,Carnivora,Phocidae,Phoca,vitulina,largha,Active,Mammalogy,87687,1682,,,,,,,,,,,,,,,,,,Eurasia,,Russia,,,,,Yes,,Mouth of Anadyr,Siberia,,,,,,,,,Mammalogy,Active
50097,M,18276,,N. G. Buxton,1900-10-12,,240,5020583,Carnivora,Phocidae,Pusa,hispida,ochotensis,Active,Mammalogy,118852,1675,,,,,,,,,,,,,,,,,,Eurasia,,Russia,,,,,Yes,,Gichiga,Siberia,,,,,,,,,Mammalogy,Active
50100,M,18277,,N. G. Buxton,1900-09-19,,225,11098,Carnivora,Phocidae,Phoca,hispida,ochotensis,Active,Mammalogy,118852,1675,,,,,,,,,,,,,,,,,,Eurasia,,Russia,,,,,Yes,,Gichiga,Siberia,,,,,,,,,Mammalogy,Active
51199,M,18677,,,1900-10-16,,195,11115,Cetacea,Monodontidae,Delphinapterus,leucas,dorofeevi,Active,Mammalogy,7410,1691,,,,,,,,,,,,,,,,,,Eurasia,,Russia,Magadan,,,,Yes,,Gichiga Bay,Siberia,,,,,,,,,Mammalogy,Active
52437,M,19135,,N.Y.Z.S.,1902-08-22,,144,9117,Carnivora,Otariidae,Zalophus,californianus,californianus,Active,Mammalogy,310051,6550,,,,,,,,,,,,,,,,,,ZOO,,ZOO.,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
52463,M,19144,,,1902-07-02,,87,7817,Carnivora,Otariidae,Zalophus,californianus,,Active,Mammalogy,96862,7,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
52497,M,19157,,J. Rowley,1896-08-29,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,116382,16,,,,,,,,,,,,,,,,,,North America,,,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
52499,M,19158,,J. Rowley,1896-08-29,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,116382,16,,,,,,,,,,,,,,,,,,North America,,,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
52748,M,19255,,R. E. Peary,1902-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,116811,1756,,,,,,,,,,,,,,,,,,North America,,,,,,,Yes,,Payer Harbor,,,,,,,,,,Mammalogy,Active
52751,M,19256,,R. E. Peary,1902-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,116811,1756,,,,,,,,,,,,,,,,,,North America,,,,,,,Yes,,Payer Harbor,,,,,,,,,,Mammalogy,Active
52753,M,19257,,R. E. Peary,1902-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,116811,1756,,,,,,,,,,,,,,,,,,North America,,,,,,,Yes,,Payer Harbor,,,,,,,,,,Mammalogy,Active
52759,M,19259,,R. E. Peary,1902-02-14,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,97052,1757,,,,,,,,,,,,,,,,,,North America,,,Princess Marie Bay,,,,Yes,,Princess Marie Bay,,,,,,,,,,Mammalogy,Active
52761,M,19260,,R. E. Peary,1902-05-16,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,77450,1758,,,,,,,,,,,,,,,,,,North America,,,Buchanan Bay,,,,Yes,,Buchanan Bay,,,,,,,,,,Mammalogy,Active
52764,M,19261,,R. E. Peary,1911-01-01,,124,10488,Carnivora,Odobenidae,Odobenus,rosmarus,rosmarus,Active,Mammalogy,116382,16,,,,,,,,,,,,,,,,,,North America,,,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
52768,M,19263,,R. E. Peary,1902-07-01,,124,10488,Carnivora,Odobenidae,Odobenus,rosmarus,rosmarus,Active,Mammalogy,62884,1759,,,,,,,,,,,,,,,,,,,,,Payer Harbor,,,,Yes,,Payer Harbor,,,,,,,,,,Mammalogy,Active
52844,M,19301,,R. E. Peary,1902-06-01,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,62884,1759,,,,,,,,,,,,,,,,,,,,,Payer Harbor,,,,Yes,,Payer Harbor,,,,,,,,,,Mammalogy,Active
52846,M,19302,,R. E. Peary,1902-06-01,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,62884,1759,,,,,,,,,,,,,,,,,,,,,Payer Harbor,,,,Yes,,Payer Harbor,,,,,,,,,,Mammalogy,Active
52848,M,19303,,R. E. Peary,1902-06-01,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,62884,1759,,,,,,,,,,,,,,,,,,,,,Payer Harbor,,,,Yes,,Payer Harbor,,,,,,,,,,Mammalogy,Active
52850,M,19304,,R. E. Peary,1902-06-01,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,62884,1759,,,,,,,,,,,,,,,,,,,,,Payer Harbor,,,,Yes,,Payer Harbor,,,,,,,,,,Mammalogy,Active
52852,M,19305,,R. E. Peary,1902-05-28,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,64393,1760,,,,,,,,,,,,,,,,,,,,,Dolphin Bay,,,,Yes,,Dolphin Bay,,,,,,,,,,Mammalogy,Active
52854,M,19306,,R. E. Peary,1902-06-27,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,111481,1761,,,,,,,,,,,,,,,,,,,,,Ross Bay,,,,Yes,,Ross Bay,,,,,,,,,,Mammalogy,Active
52856,M,19307,,R. E. Peary,1902-06-01,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,87223,1762,,,,,,,,,,,,,,,,,,,,,Cape Sabini,,,,Yes,,Cape Sabini,,,,,,,,,,Mammalogy,Active
52858,M,19308,,R. E. Peary,1902-05-01,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,20058,1763,,,,,,,,,,,,,,,,,,,,,RiceStrait,,,,Yes,,Rice Strait,,,,,,,,,,Mammalogy,Active
52860,M,19309,,R. E. Peary,1902-05-01,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,57518,1764,,,,,,,,,,,,,,,,,,,,,Rice Strait,,,,Yes,,Rice Strait,,,,,,,,,,Mammalogy,Active
52862,M,19310,,R. E. Peary,1902-05-01,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,111481,1761,,,,,,,,,,,,,,,,,,,,,Ross Bay,,,,Yes,,Ross Bay,,,,,,,,,,Mammalogy,Active
52869,M,19313,,R. E. Peary,1902-06-27,,123,9123,Carnivora,Phocidae,Erignathus,barbatus,barbatus,Active,Mammalogy,111481,1761,,,,,,,,,,,,,,,,,,,,,Ross Bay,,,,Yes,,Ross Bay,,,,,,,,,,Mammalogy,Active
52871,M,19314,,R. E. Peary,1902-07-29,,67,6181,Cetacea,Monodontidae,Monodon,monoceros,,Active,Mammalogy,43782,1765,,,,,,,,,,,,,,,,,,,,,Barge Harbor,,,,Yes,,Barge Harbor,,,,,,,,,,Mammalogy,Active
52874,M,19315,,R. E. Peary,1902-08-01,,67,6181,Cetacea,Monodontidae,Monodon,monoceros,,Active,Mammalogy,62884,1759,,,,,,,,,,,,,,,,,,,,,Payer Harbor,,,,Yes,,Payer Harbor,,,,,,,,,,Mammalogy,Active
52876,M,19316,,R. E. Peary,1902-07-28,,67,6181,Cetacea,Monodontidae,Monodon,monoceros,,Active,Mammalogy,62884,1759,,,,,,,,,,,,,,,,,,,,,Payer Harbor,,,,Yes,,Payer Harbor,,,,,,,,,,Mammalogy,Active
52913,M,19334,,R. E. Peary,1902-07-28,,67,6181,Cetacea,Monodontidae,Monodon,monoceros,,Active,Mammalogy,62884,1759,,,,,,,,,,,,,,,,,,,,,Payer Harbor,,,,Yes,,Payer Harbor,,,,,,,,,,Mammalogy,Active
52915,M,19335,,R. E. Peary,1902-07-28,,67,6181,Cetacea,Monodontidae,Monodon,monoceros,,Active,Mammalogy,80450,1766,,,,,,,,,,,,,,,,,,,,,Cape Sabine,,,,Yes,,Cape Sabine,,,,,,,,,,Mammalogy,Active
52938,M,19344,,R. E. Peary,1902-10-13,,145,6452,Carnivora,Odobenidae,Odobenus,rosmarus,,Active,Mammalogy,310051,6550,,,,,,,,,,,,,,,,,,ZOO,,ZOO.,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
52941,M,19347,,G. Comer,1902-10-27,,123,9123,Carnivora,Phocidae,Erignathus,barbatus,barbatus,Active,Mammalogy,132916,1769,,,,,,,,,,,,,,,,,,North America,,Canada,Keewatin Region,,,,Yes,,"Hudson Bay, Wager Inlet",Nunavut Territory,,,,,,,,,Mammalogy,Active
52945,M,19349,,G. Comer,1902-10-27,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,109837,1770,,,,,,,,,,,,,,,,,,North America,,Canada,Keewatin Region,,,,Yes,,Hudson Bay,Nunavut Territory,,,,,,,,,Mammalogy,Active
53072,M,19395,,M. L. Diguet,1902-01-01,,144,9117,Carnivora,Otariidae,Zalophus,californianus,californianus,Active,Mammalogy,62461,1776,,,,,,,,,,,,,,,,,,North America,,Mexico,,,,,Yes,,,Baja California,Gulf of California,,,,,,,,Mammalogy,Active
53078,M,19397,,M. L. Diguet,1902-10-21,,144,9117,Carnivora,Otariidae,Zalophus,californianus,californianus,Active,Mammalogy,548,691,,,,,,,,,,,,,,,,,,North America,,Mexico,,,,,Yes,,,Jalisco,,,,,,,,,Mammalogy,Active
53081,M,19398,,M. L. Diguet,1902-10-21,,144,9117,Carnivora,Otariidae,Zalophus,californianus,californianus,Active,Mammalogy,548,691,,,,,,,,,,,,,,,,,,North America,,Mexico,,,,,Yes,,,Jalisco,,,,,,,,,Mammalogy,Active
53083,M,19399,,T. D. Ward,1902-12-24,,137,11182,Carnivora,Otariidae,Callorhinus,ursinus,cynocephala,Active,Mammalogy,109203,1777,,,,,,,,,,,,,,,,,,North America,,USA,Aleutians West Census Area,,,,Yes,,Pribilof Islands,Alaska,,,,,,,,,Mammalogy,Active
53089,M,19402,,T. D. Ward,1902-12-24,,138,9118,Carnivora,Otariidae,Callorhinus,ursinus,cynocephalus,Active,Mammalogy,109203,1777,,,,,,,,,,,,,,,,,,North America,,USA,Aleutians West Census Area,,,,Yes,,Pribilof Islands,Alaska,,,,,,,,,Mammalogy,Active
53354,M,19492,,G. Comer,1902-03-01,,123,9123,Carnivora,Phocidae,Erignathus,barbatus,barbatus,Active,Mammalogy,83451,1791,,,,,,,,,,,,,,,,,,North America,,Canada,Keewatin Region,,,,Yes,,"Hudson Bay, Wager Inlet",Nunavut Territory,,,,,,,,,Mammalogy,Active
53400,M,19508,,G. Comer,1902-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,32717,1787,,,,,,,,,,,,,,,,,,North America,,Canada,Keewatin Region,,,,Yes,,Hudson Bay,Nunavut Territory,,,,,,,,,Mammalogy,Active
53528,M,19565,,R. E. Peary,1900-05-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,35064,59,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,North Atlantic,,,,,,,,,,,Mammalogy,Active
53615,M,19600,,N.Y.Z.S.,1903-01-07,,128,6165,Carnivora,Phocidae,Monachus,tropicalis,,Active,Mammalogy,310051,6550,,,,,,,,,,,,,,,,,,ZOO,,ZOO.,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
54266,M,19843,,A. J. Stone,1902-06-07,,140,11201,Carnivora,Otariidae,Callorhinus,sp.,,Active,Mammalogy,77223,1831,,,,,,,,,,,,,,,,,,North America,,USA,Aleutians East Borough,,,,Yes,,Oizenoy Bay (Morzhovoi Bay?),Alaska,,,,,,,,,Mammalogy,Active
57023,M,20874,,N.Y.Z.S.,1903-06-04,,82,6812,Carnivora,Phocidae,Phoca,vitulina,,Active,Mammalogy,310051,6550,,,,,,,,,,,,,,,,,,ZOO,,ZOO.,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
58790,M,21501,,,1903-10-17,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,96862,7,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
58821,M,21514,,W. King,1903-10-30,,105,9129,Cetacea,Phocoenidae,Phocoena,phocoena,phocoena,Active,Mammalogy,40993,1379,,,,,,,,,,,,,,,,,,North America,,USA,Suffolk Co.,,,,Yes,,Montauk Point,New York,,,,,,,,,Mammalogy,Active
58877,M,21536,,,1903-12-24,,75,5269,Carnivora,Otariidae,Eumetopias,jubatus,,Active,Mammalogy,310051,6550,,,,,,,,,,,,,,,,,,ZOO,,ZOO.,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
58916,M,21550,,,1904-02-05,,99,9127,Sirenia,Trichechidae,Trichechus,manatus,latirostris,Active,Mammalogy,310051,6550,,,,,,,,,,,,,,,,,,ZOO,,ZOO.,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
59741,M,21850,,A. J. Stone,1903-08-01,,140,11201,Carnivora,Otariidae,Callorhinus,sp.,,Active,Mammalogy,33448,1957,,,,,,,,,,,,,,,,,,North America,,USA,Kenai Peninsula Borough,,,,Yes,,Seldovia,Alaska,,,,,,,,,Mammalogy,Active
62328,M,22721,,N.Y.Z.S.,1904-12-19,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,96862,7,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
62345,M,22727,,N.Y.Z.S.,1905-01-13,,82,6812,Carnivora,Phocidae,Phoca,vitulina,,Active,Mammalogy,310051,6550,,,,,,,,,,,,,,,,,,ZOO,,ZOO.,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
62348,M,22728,,N.Y.Z.S.,1905-01-13,,87,7817,Carnivora,Otariidae,Zalophus,californianus,,Active,Mammalogy,310051,6550,,,,,,,,,,,,,,,,,,ZOO,,ZOO.,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
62481,M,22774,,N.Y.Z.S.,1905-04-24,,75,5269,Carnivora,Otariidae,Eumetopias,jubatus,,Active,Mammalogy,310051,6550,,,,,,,,,,,,,,,,,,ZOO,,ZOO.,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
62502,M,22780,,N.Y.Z.S.,1905-05-18,,118,6808,Carnivora,Phocidae,Phoca,groenlandica,,Active,Mammalogy,310051,6550,,,,,,,,,,,,,,,,,,ZOO,,ZOO.,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
62539,M,22791,,N.Y.Z.S.,1905-06-15,,82,6812,Carnivora,Phocidae,Phoca,vitulina,,Active,Mammalogy,310051,6550,,,,,,,,,,,,,,,,,,ZOO,,ZOO.,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
62683,M,22835,,C. R. Duffy,1905-10-07,,188,11307,Cetacea,Delphinidae,Orcinus,sp.,,Active,Mammalogy,81210,1992,,,,,,,,,,,,,,,,,,North America,,USA,Warren Co.,,,,Yes,,North River,New York,,,,,,,,,Mammalogy,Active
62802,M,22873,,Park Commissioner,1906-02-09,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,310051,6550,,,,,,,,,,,,,,,,,,ZOO,,ZOO.,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
62846,M,22885,,Park Commissioner,1906-04-09,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,96862,7,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
63008,M,22939,,G. Comer,1905-11-18,,122,6809,Carnivora,Phocidae,Phoca,hispida,,Active,Mammalogy,78528,2002,,,,,,,,,,,,,,,,,,North America,,Canada,Keewatin Region,,,,Yes,,"Hudson Bay, Wager Inlet, on northwest coast of Hudson Bay",Nunavut Territory,,,,,,,,,Mammalogy,Active
63012,M,22941,,G. Comer,1905-11-18,,122,6809,Carnivora,Phocidae,Phoca,hispida,,Active,Mammalogy,78528,2002,,,,,,,,,,,,,,,,,,North America,,Canada,Keewatin Region,,,,Yes,,"Hudson Bay, Wager Inlet, on northwest coast of Hudson Bay",Nunavut Territory,,,,,,,,,Mammalogy,Active
63014,M,22942,,G. Comer,1905-11-18,,123,9123,Carnivora,Phocidae,Erignathus,barbatus,barbatus,Active,Mammalogy,78528,2002,,,,,,,,,,,,,,,,,,North America,,Canada,Keewatin Region,,,,Yes,,"Hudson Bay, Wager Inlet, on northwest coast of Hudson Bay",Nunavut Territory,,,,,,,,,Mammalogy,Active
63016,M,22943,,G. Comer,1905-11-18,,123,9123,Carnivora,Phocidae,Erignathus,barbatus,barbatus,Active,Mammalogy,78528,2002,,,,,,,,,,,,,,,,,,North America,,Canada,Keewatin Region,,,,Yes,,"Hudson Bay, Wager Inlet, on northwest coast of Hudson Bay",Nunavut Territory,,,,,,,,,Mammalogy,Active
63139,M,22989,,W. Dolan,1906-08-16,,100,10057,Cetacea,Delphinidae,Tursiops,truncatus,truncatus,Active,Mammalogy,80955,2008,,,,,,,,,,,,,,,,,,North America,,USA,Bronx Co.,,,,Yes,,Pelham Bay,New York,,,,,,,,,Mammalogy,Active
63165,M,22997,,,1904-07-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,93965,2009,,,,,,,,,,,,,,,,,,Eurasia,,Russia,,,,,Yes,,Cape Flora,Zemiya Frantsa-losif,,,,,,,,,Mammalogy,Active
63442,M,23095,,,1904-04-14,,82,6812,Carnivora,Phocidae,Phoca,vitulina,,Active,Mammalogy,310051,6550,,,,,,,,,,,,,,,,,,ZOO,,ZOO.,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
66405,M,24150,,N.Y.Z.S.,1904-07-26,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,310051,6550,,,,,,,,,,,,,,,,,,ZOO,,ZOO.,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
66486,M,24186,,Kuy-Scheerer Co.,,,134,11364,Carnivora,Mustelidae,Enhydra,lutris,lutris,Active,Mammalogy,60062,56,,,,,,,,,,,,,,,,,,North America,,USA,,,,,Yes,,,Alaska,,,,,,,,,Mammalogy,Active
66488,M,24187,,Kuy-Scheerer Co.,,,134,11364,Carnivora,Mustelidae,Enhydra,lutris,lutris,Active,Mammalogy,60062,56,,,,,,,,,,,,,,,,,,North America,,USA,,,,,Yes,,,Alaska,,,,,,,,,Mammalogy,Active
66513,M,24196,,N.Y.Z.S.,1904-08-04,,216,11366,Carnivora,Phocidae,Phoca,vitulina,vitulina,Active,Mammalogy,310051,6550,,,,,,,,,,,,,,,,,,ZOO,,ZOO.,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
66722,M,24281,,,1905-12-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,47808,2131,,,,,,,,,,,,,,,,,,North America,,,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
66752,M,24295,,A. W. Dimock,1906-08-08,,99,9127,Sirenia,Trichechidae,Trichechus,manatus,latirostris,Active,Mammalogy,126603,2135,,,,,,,,,,,,,,,,,,North America,,USA,Collier Co.,,,,Yes,,Marco,Florida,,,,,,,,,Mammalogy,Active
67083,M,24406,,A. H. Dunham,1905-02-23,,139,9126,Carnivora,Odobenidae,Odobenus,rosmarus,divergens,Active,Mammalogy,60062,56,,,,,,,,,,,,,,,,,,North America,,USA,,,,,Yes,,,Alaska,,,,,,,,,Mammalogy,Active
67086,M,24407,,A. H. Dunham,1905-02-23,,139,9126,Carnivora,Odobenidae,Odobenus,rosmarus,divergens,Active,Mammalogy,60062,56,,,,,,,,,,,,,,,,,,North America,,USA,,,,,Yes,,,Alaska,,,,,,,,,Mammalogy,Active
75251,M,27407,,J. Rowley,1906-09-16,,75,5269,Carnivora,Otariidae,Eumetopias,jubatus,,Active,Mammalogy,137632,2361,,,,,,,,,,,,,,,,,,North America,,USA,Monterey Co.,,,,Yes,,,California,,,,,,,,,Mammalogy,Active
75252,M,27408,,J. Rowley,1906-07-02,,75,5269,Carnivora,Otariidae,Eumetopias,jubatus,,Active,Mammalogy,73638,2362,,,,,,,,,,,,,,,,,,North America,,USA,San Mateo Co.,,,,Yes,,Ano Nuevo Island,California,,,,,,,,,Mammalogy,Active
75253,M,27409,,J. Rowley,1906-07-08,,75,5269,Carnivora,Otariidae,Eumetopias,jubatus,,Active,Mammalogy,73638,2362,,,,,,,,,,,,,,,,,,North America,,USA,San Mateo Co.,,,,Yes,,Ano Nuevo Island,California,,,,,,,,,Mammalogy,Active
75254,M,27410,,J. Rowley,1906-07-09,,75,5269,Carnivora,Otariidae,Eumetopias,jubatus,,Active,Mammalogy,73638,2362,,,,,,,,,,,,,,,,,,North America,,USA,San Mateo Co.,,,,Yes,,Ano Nuevo Island,California,,,,,,,,,Mammalogy,Active
77066,M,28096,,R. E. Peary,1906-06-20,,121,10866,Carnivora,Phocidae,,,,Active,Mammalogy,78069,2479,,,,,,,,,,,,,,,,,,North America,,Canada,Baffin Region,,,,Yes,,"Ellesmere Island, Discovery Harbour",Nunavut Territory,,,,,,,,,Mammalogy,Active
77069,M,28097,,R. E. Peary,1906-08-15,,126,5254,Carnivora,Phocidae,Erignathus,barbatus,,Active,Mammalogy,62614,2480,,,,,,,,,,,,,,,,,,North America,,Canada,Baffin Region,,,,Yes,,"Ellesmere Island, Lady Franklin Bay",Nunavut Territory,,,,,,,,,Mammalogy,Active
77071,M,28098,,R. E. Peary,1906-09-02,,121,10866,Carnivora,Phocidae,,,,Active,Mammalogy,10916,2481,,,,,,,,,,,,,,,,,,North America,,Canada,Baffin Region,,,,Yes,,"Ellesmere Island, Kane Basin, off Victoria Head",Nunavut Territory,,,,,,,,,Mammalogy,Active
77073,M,28099,,R. E. Peary,1906-08-31,,121,10866,Carnivora,Phocidae,,,,Active,Mammalogy,10916,2481,,,,,,,,,,,,,,,,,,North America,,Canada,Baffin Region,,,,Yes,,"Ellesmere Island, Kane Basin, off Victoria Head",Nunavut Territory,,,,,,,,,Mammalogy,Active
77075,M,28100,,R. E. Peary,1906-01-01,,85,5489,Carnivora,Phocidae,Halichoerus,grypus,,Active,Mammalogy,70962,2470,,,,,,,,,,,,,,,,,,North America,,Canada,Baffin Region,,,,Yes,,,Nunavut Territory,,,,,,,,,Mammalogy,Active
77077,M,28101,,R. E. Peary,1906-01-01,,85,5489,Carnivora,Phocidae,Halichoerus,grypus,,Active,Mammalogy,70962,2470,,,,,,,,,,,,,,,,,,North America,,Canada,Baffin Region,,,,Yes,,,Nunavut Territory,,,,,,,,,Mammalogy,Active
77079,M,28102,,R. E. Peary,1906-10-03,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,88334,2482,,,,,,,,,,,,,,,,,,North America,,Canada,Baffin Region,,,,Yes,,Davis Strait,Nunavut Territory,,,,,,,,,Mammalogy,Active
77081,M,28103,,R. E. Peary,1906-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,70962,2470,,,,,,,,,,,,,,,,,,North America,,Canada,Baffin Region,,,,Yes,,,Nunavut Territory,,,,,,,,,Mammalogy,Active
77083,M,28104,,R. E. Peary,1906-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,70962,2470,,,,,,,,,,,,,,,,,,North America,,Canada,Baffin Region,,,,Yes,,,Nunavut Territory,,,,,,,,,Mammalogy,Active
77085,M,28105,,R. E. Peary,1906-01-01,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,70962,2470,,,,,,,,,,,,,,,,,,North America,,Canada,Baffin Region,,,,Yes,,,Nunavut Territory,,,,,,,,,Mammalogy,Active
